c_ClaveUnidad,Nombre,Descripción,Nota,Fecha de inicio de vigencia,Fecha de fin de vigencia,Símbolo,entry_status,create_date,create_by,update_date,update_by
P2,Libra por pie,,,01/01/2022,,lb/ft,,,,,
P20,Kilojoule por hora,"Cociente entre 1000 veces de la unida derivada, joule, dividido por la unidad hora.",,01/01/2022,,kJ/h,,,,,
P21,Kilojoule por día,"Cociente entre 1000 veces de la unida derivada, joule, dividido por la unidad día",,01/01/2022,,kJ/d,,,,,
P22,NanoOhm,0.000 000 001 veces de la unidad derivada Ohm.,,01/01/2022,,n?,,,,,
P23,Ohm circular-mil por pie,Unidad de resistividad.,,01/01/2022,,?·cmil/ft ,,,,,
P24,Kilohenry,"1000 veces la unidad derivada, henry del sistema internacional.",,01/01/2022,,kH,,,,,
P25,Lumen por pie cuadrado,"Unidad derivada, lumen dividido por la potencia de la unidad pie, al exponente 2, de acuerdo con el sistema anglo-americano y el sistema imperial.",,01/01/2022,,lm/ft²,,,,,
P26,Foto,"es una unidad de iluminancia  o flujo luminoso a través de un área. No es una unidad del sistema internacional, sino que se asocia con el antiguo segundo sistema centímetro gramo de unidades .",,01/01/2022,,ph,,,,,
P27,Vela (medida),"Es una unidad de medida de iluminancia que no pertenece al Sistema Internacional de Unidades, pero es ampliamente usada en Estados Unidos para fotografía, cine, televisión, conservación luminosa, ingeniería de la construcción, etc. Una vela significa ""el reparto de iluminación sobre una superficie equivalente a una candela, y a un pie de distancia"".",,01/01/2022,,ftc,,,,,
P28,Candela por pulgada cuadrada,"Unidad base, candela dividido por la potencia de la unidad de pulgada al exponente 2 de acuerdo con el sistema de unidades Anglo-Americanas e Imperial.",,01/01/2022,,cd/in²,,,,,
P29,Footlambert,"Unidad de luminancia de acuerdo con el sistema Anglo-Americano de unidades, y se define como la luminancia emitida o reflejada de un lumen por pie cuadrado.",,01/01/2022,,ftL,,,,,
P3,Tres paquetes,,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",01/01/2022,,,,,,,
P30,Lambert,"Unidad de luminancia CGS (Centímetro-Gram-Segundo sistema), definida como la luminancia emitida o reflejada de un lumen por centímetro cuadrado.",,01/01/2022,,Lb,,,,,
P31,Stilb ,"Unidad de luminancia CGS (Centímetro-Gram-Segundo sistema), definida como la luminancia emitida o reflejada de un lumen por centímetro cuadrado.",,01/01/2022,,sb,,,,,
P32,Candela por pie cuadrado,"Unidad base, candela dividido por la potencia de la unidad pie al exponente 2 , de acuerdo con el sistema anglo-americano y el sistema imperial de unidades ",,01/01/2022,,cd/ft²,,,,,
P33,Kilocandela,"1000 veces la unidad base, candela, del sistema internacional.",,01/01/2022,,kcd,,,,,
P34,Milicandela,"0.001 veces la unidad base , candela, del sistema internacional.",,01/01/2022,,mcd,,,,,
P35,Hefner-kerze,"Obsoleto, unidad de potencia en Alemania relacionado con DIN 1301-3:1979: 1 HK = 0,903 candela.",,01/01/2022,,HK,,,,,
P36,Candela internacional,Unidad obsoleta de la potencia en Alemania relativa a DIN 1301-3: 1979: 1 HK = 1.019 candela.,,01/01/2022,,IK,,,,,
P37,Unidad térmica británica (tabla internacional) por pie cuadrado,Unidad de la transmisión de energía relacionado de muestreo de áreas de acuerdo con el sistema imperial de unidades.,,01/01/2022,,BtuIT/ft²,,,,,
P38,Unidad térmica británica (termoquímica) por pie cuadrado,Unidad de la transmisión de energía relacionado de muestreo de áreas de acuerdo con el sistema imperial de unidades.,,01/01/2022,,Btuth/ft²,,,,,
P39,Caloría (termoquímica) por centímetro cuadrado,Unidad de la transmisión de energía relacionado de muestreo de áreas de acuerdo con el sistema imperial de unidades.,,01/01/2022,,calth/cm²,,,,,
P4,paquete de cuatro,,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",01/01/2022,,,,,,,
P40,Langley,CGS (Centímetro-Gramo-Segundo sistema) unidad de la transmisión de energía relacionada con el área (como una medida de la cantidad incidente de calor de la radiación solar en la superficie de la tierra).,,01/01/2022,,Ly,,,,,
P41,Década (logarítmica),Una escala logarítmica es una escala de medida que utiliza el logaritmo de una cantidad física en lugar de la propia cantidad.,,01/01/2022,,dec,,,,,
P42,Pascal por segundo cuadrado,Unidad del conjunto como un producto de la potencia de derivado unidad pascal SI con exponente 2 y la unidad base segunda SI.,,01/01/2022,,Pa²·s,,,,,
P43,Bel por metro,Una unidad Bel dividida por la unidad básica del sistema internacional (metros).,,01/01/2022,,B/m,,,,,
P44,Libra Mol,"Unidad que no forma parte del sistema internacional, cantidad de una sustancia relacionada que un mol libra de una composición química corresponde a la misma cantidad de libras como el peso molcular de una molécula de esta composición en unidades de masa atómica.",,01/01/2022,,lbmol,,,,,
P45,Libra de Mol por segundo,"No forma parte del sistema internacional de unidades.
Unidad de flujo del flujo molar que se refiere a que una libra mol de una composición química el mismo número de libras corresponde con el peso molcular de una molécula de esta composición en la masa atómica de unidades.",,01/01/2022,,lbmol/s,,,,,
P46,Libra Mol por minuto,"No forma parte del sistema internacional de unidades.
Unidad de flujo del flujo molar que se refiere a que una libra mol de una composición química el mismo número de libras corresponde como el peso molcular de una molécula de esta composición en la masa atómica de unidades.",,01/01/2022,,lbmol/h,,,,,
P47,KiloMol por kilogramo,1000 veces la división de la unidad base mol por la base de la unidad kilogramo.,,01/01/2022,,kmol/kg,,,,,
P48,Libra de Mol por libra,Unidad del flujo molar material dividido por la libra avoirdupois para la masa de acuerdo con el sistema de unidades avoirdupois no SI-conforme.,,01/01/2022,,lbmol/lb,,,,,
P49,Newton metro cuadrado por amperio,"Producto de la division de la unidad Newton y la unidad base metro 
Producto de la unidad derivada newton y la potencia del medidor de la unidad base con el exponente 2 dividido por el amperio de la unidad base.",,01/01/2022,,N·m²/A,,,,,
P5,Paquete de cinco,Unidad de conteo que define el número de paquetes-cinco (paquete-cinco: set de cinco artículos empaquetados siempre),,01/01/2022,,,,,,,
P50,Metro weber,Producto de la división entre  la unidad Weber y la unidad Metro.,,01/01/2022,,Wb·m,,,,,
P51,Mol por kilogramo pascal ,Unidad base mol dividido por el producto de la unidad base SI kilogramo y la unidad derivada pascal SI. ,,01/01/2022,,(mol/kg)/Pa,,,,,
P52,Mol por metro cúbico pascal,unidad base mol dividido por el producto de la potencia de la unidad base SI metros con exponente 3 y la unidad derivada pascal SI.,,01/01/2022,,(mol/m³)/Pa,,,,,
P53,Unit por segundo,Sistema CGS (Centímetro-Gram-Segundo sistema) para el flujo magnético de un polo magnético (según la interacción de polos idénticos de 1 din a una distancia de un cm).,,01/01/2022,,unit pole ,,,,,
P54,MiliGray por segundo,0.0001 veces de la unidad derivada Gray dividido por la unidad de base segundos.,,01/01/2022,,mGy/s,,,,,
P55,MicroGray por segundo,0.000 001 veces de la unidad derivada Gray dividido por la unidad de base segundos.,,01/01/2022,,µGy/s,,,,,
P56,NanoGray por segundo,0.000 000 001 veces de la unidad derivada Gray dividido por la unidad de base segundos.,,01/01/2022,,nGy/s,,,,,
P57,Gray por minuto,Derivada del la unidad Gray dividida por la unidad minutos.,,01/01/2022,,Gy/min,,,,,
P58,MiliGray por minuto,0.001 veces de la unidad derivada de Gray dividida por la unidad de minutos.,,01/01/2022,,mGy/min,,,,,
P59,Microgray por minuto,0.000 001 veces de la unidad derivada gris SI dividido por la unidad de minutos.,,01/01/2022,,µGy/min,,,,,
P6,paquete de seis,,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",01/01/2022,,,,,,,
P60,Nanogray por minuto,0.000 000 001 veces de la unidad derivada gris SI dividido por la unidad de minutos.,,01/01/2022,,nGy/min,,,,,
P61,Gray por hora,Derivada de la unidad Gray por la derivada de la unidad hora.,,01/01/2022,,Gy/h,,,,,
P62,MiliGray por hora,0.001 veces de la unidad derivada Gray por la unidad hora,,01/01/2022,,mGy/h,,,,,
P63,Micro gray por hora,0.000 001 veces de la unidad derivada gris SI dividida por la hora unidad.,,01/01/2022,,µGy/h,,,,,
P64,Nanogray por hora,0.000 000 001 veces de la unidad derivada gris SI dividida por la hora unidad.,,01/01/2022,,nGy/h,,,,,
P65,Sievert por segundo,Derivada de la unidad Sievert dividida por la unidad de base segundos.,,01/01/2022,,Sv/s,,,,,
P66,MilliSievert por segundo,0.001 veces de la unidad derivada Sievert dividida por la unidad de base segundos.,,01/01/2022,,mSv/s,,,,,
P67,MicroSievert por segundo,0.000 001 veces de la unidad derivada Sievert dividido por la unidad de base segundos.,,01/01/2022,,µSv/s,,,,,
P68,NanoSievert por segundo,0.000 000 001 veces de la unidad derivada Sievert dividido por la unidad de base segundos.,,01/01/2022,,nSv/s,,,,,
P69,Rem por segundo,"Unidad para la tasa de estaño equivalente y relativa a DIN 1301-3: 1979: 1 rem / s = 0,01 J / (kg · s) = 1 Sv / s.",,01/01/2022,,rem/s,,,,,
P7,Paquete de siete,,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",01/01/2022,,,,,,,
P70,Sievert por hora,Derivado unidad Sievert dividida por la hora unidad.,,01/01/2022,,Sv/h,,,,,
P71,MilliSievert por hora,0.001 veces de la unidad derivada Sievert SI dividida por la unidad hora.,,01/01/2022,,mSv/h,,,,,
P72,Micro Sievert por hora,0.000 001 veces de la unidad derivada Sievert dividida por la unidad hora.,,01/01/2022,,µSv/h,,,,,
P73,NanoSievert por hora,0.000 000 001 veces de la unidad derivada Sievert dividida por la unidad hora.,,01/01/2022,,nSv/h,,,,,
P74,Sievert por minuto,Derivado unidad Sievert dividido por la unidad minuto.,,01/01/2022,,Sv/min,,,,,
P75,MilliSievert por minuto,0.001 veces de la unidad derivada Sievert dividido por la unidad de minutos.,,01/01/2022,,mSv/min,,,,,
P76,MicroSievert por minuto,0.000 001 veces de la unidad derivada Sievert dividido por la unidad de minutos.,,01/01/2022,,µSv/min,,,,,
P77,NanoSievert pominut ,0.000 000 001 veces de la unidad derivada Sievert dividido por la unidad de minutos.,,01/01/2022,,nSv/min,,,,,
P78,Reciprocidad por segundo,Complemento de la potencia de la unidad pulgada según el sistema Anglo-Americano e Imperial de unidades por exponente 2.,,01/01/2022,,1/in²,,,,,
P79,Pascal metro cuadrado por kilogramo," Unidad del índice de estallido como unidad derivada para pascal presión relacionada con la sustancia, representado como cociente de la unidad base SI kilogramo dividida por la potencia de la unidad base SI metros por exponente 2.",,01/01/2022,,Pa/(kg/m²),,,,,
P8,Paquete de ocho,,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",01/01/2022,,,,,,,
P80,Milipascal por metro., 0.001 veces de la unidad derivada pascal dividido por la unidad de base metros.,,01/01/2022,,mPa/m,,,,,
P81,Kilopascal por metro.,1000 veces de la unidad derivada pascal dividido por la unidad de base metros.,,01/01/2022,,kPa/m,,,,,
P82,Hectopascal por metro.,100 veces de la unidad derivada pascal SI dividido por la unidad de base metros. ,,01/01/2022,,hPa/m,,,,,
P83,Atmosfera estándar por metro.,Unidad anticuadas de la presión dividida por la unidad de base metros.,,01/01/2022,,Atm/m,,,,,
P84,Atmosfera técnica por metro.,unidad obsoleta y no legal de la presión que se genera por una columna de agua de 10 metros dividida por la unidad de base metros.,,01/01/2022,,at/m,,,,,
P85,Torr por metro.,Unidad de la presión dividida por la unidad de base metros.,,01/01/2022,,Torr/m,,,,,
P86,Psi por pulgada,Unidad de compuesto para la presión (libra de fuerza de acuerdo con el sistema de la unidad angloamericana dividida por la potencia de la unidad de pulgada de acuerdo con el sistema angloamericano e Imperial de unidades con el exponente 2) dividido por la unidad de pulgada de acuerdo con la sistema angloamericano e Imperial de unidades.,,01/01/2022,,psi/in,,,,,
P87,Metro cúbico por segundo de metro cuadrado,Unidad de volumen de flujo metros cúbicos por segundo relacionado con la superficie de transmisión en metros cuadrados.,,01/01/2022,,(m³/s)/m²,,,,,
P88,Rhe,Unidad no conforme a SI de fluidez de viscosidad dinámica,,01/01/2022,,rhe,,,,,
P89,Libra por metro cúbico de pulgada,Unidad para el momento de rotación relacionado con la longitud según el sistema de unidades Anglo-Americanas e Imperial.,,01/01/2022,,lbf·ft/in,,,,,
P9,Nueve paquetes,,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",01/01/2022,,,,,,,
P90,Libra-fuerza por pulgada cuadrada,Unidad para el momento de rotación relacionado con la longitud según el sistema de unidades Anglo-Americanas e Imperial.,,01/01/2022,,lbf·in/in,,,,,
P91,Permanente (0°c),"Unidad tradicional para la capacidad de un material para permitir la transición del vapor, definida a una temperatura de 0°C como transmitancia del vapor en la cual la masa de un grano de vapor penetra en un área de un pie cuadrado a una presión de mercurio de una pulgada por hora.",,01/01/2022,,perm (0 ºC) ,,,,,
P92,Permanente (23°c),"Unidad tradicional para la capacidad de un material para permitir la transición del vapor, definida a una temperatura de 23°C como transmitancia del vapor en la cual la masa de un grano de vapor penetra en un área de un pie cuadrado a una presión de mercurio de una pulgada por hora.",,01/01/2022,,perm (23 ºC) ,,,,,
P93,Byte por segundo,"Son utilizados para expresar la velocidad de transmisión de datos o bit rate. Con frecuencia se usa en forma ambigua como bps, que para el SI significaría ""bits por segundos""",,01/01/2022,,byte/s,,,,,
P94,Kilobyte por segundo,1000-veces la unidad de byte dividida por la unidad de base SI en segundo lugar.,,01/01/2022,,kbyte/s,,,,,
P95,Megabite por segundo,1 000 000 veces de la unidad de byte dividida por la unidad base SI segunda,,01/01/2022,,Mbyte/s,,,,,
P96,Recíproco de la unidad si deriva voltio,Recíproco de la unidad SI deriva voltio,,01/01/2022,,1/V,,,,,
P97,Reciprocidad de Radian,Recíproco de la unidad radian,,01/01/2022,,1/rad,,,,,
P98,Pascal a la suma de potencia de los números estequimetricos,"Unidad de la constante de equilibrio sobre la base de la presión (ISO 80000-9: 2009, 9-35.a).",,01/01/2022,,Pa??B,,,,,
P99,Mols por metro cúbico a la suma de potencia de los números estequimetricos,"Unidad de la constante de equilibrio sobre la base de la concentración (ISO 80000-9: 2009, 9-36.a).",,01/01/2022,,(mol/m³)??B,,,,,
PAL,Pascal,"Es la presión uniforme que, actuando sobre una superficie plana de 1 metro cuadrado, ejerce perpendicularmente a esta superficie una fuerza total de 1 newton. ",,01/01/2022,,Pa,,,,,
PB,Par de la pulgada,,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",01/01/2022,,,,,,,
PD,Almohadilla,Unidad de conteo que define el número de almohadillas (almohadilla: bloquea de hojas de papel sujetas juntas en un extremo).,,01/01/2022,,,,,,,
PE,Libra equivalente,,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",01/01/2022,,,,,,,
PFL,Litro de prueba ,"Unidad de volumen igual a un litro de alcoholes de prueba, o su equivalente alcohólico. Se utiliza para medir la concentración de licores alcohólicos destilados, expresada como porcentaje del contenido en alcohol de una mezcla patrón a una tempreatura específica.",,01/01/2022,,,,,,,
PGL,Galón de prueba,"Unidad de volumen igual a un galón de alcoholes de prueba, o su equivalente alcohólico. Se utiliza para medir la concentración de licores alcohólicos destilados, expresada como porcentaje del contenido en alcohol de una mezcla patrón a una temperatura específica.",,01/01/2022,,,,,,,
PI,Tono,Unidade de conteo que define el número de caracteres que se ajustan en una pulgada horizontal,,01/01/2022,,,,,,,
PLA,Grado de platón ,"Unidad de proporción que define el contenido de azúcar de un producto, especialmente en relación con la cerveza",,01/01/2022,,°P,,,,,
PM,Porcentaje de libra,,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",01/01/2022,,,,,,,
PO,Libra por pulgada,,,01/01/2022,,lb/in,,,,,
PQ,Página por pulgada,"Unidad de cantidad que define el grado de espesor de una publicación enlazada, expresada como el número de de páginas por pulgada de espesor.",,01/01/2022,,ppi,,,,,
PR,Par,Unidad de conteo que define el número de pares (par: descripción por 2),,01/01/2022,,,,,,,
PS,Libra fuerza por pulgada cuadrada,,,01/01/2022,,lbf/in²,,,,,
PT,Pinta (US),Utilice pinta líquida (código común PTL),Unidades no recomendadas para su uso por la Oficina Internacional de Pesos y Medidas (BIPM) con sede en Francia.,01/01/2022,,Pt (US),,,,,
PTD,Pinta seca (estados unidos),,,01/01/2022,,dry pt (US),,,,,
PTI,Pint (uk),"Es una unidad de volumen inglesa en el sistema imperial y los Estados Unidos. La versión imperial usada en el UK es de 20 onzas líquidas y es equivalente a 568,26125 ml, mientras que en los EUA es de 16 onzas líquidas y es equivalente a 473,17647 ml.",,01/01/2022,,pt (UK),,,,,
PTL,Pinta líquida (estados unidos),,,01/01/2022,,liq pt (US),,,,,
PTN,Parte,Cantidad de alimentos asignados o suficientes para una persona ,,01/01/2022,,PTN,,,,,
PV,Media pinta (US),,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",01/01/2022,,,,,,,
PW,Libra por pulgada de ancho,,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",01/01/2022,,,,,,,
PY,Pico seco (EUA),,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",01/01/2022,,,,,,,
PZ,Peck dry (UK),,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",01/01/2022,,,,,,,
Q10,Joule por tesla,Unidad del momento dipolar magnético de la molécula como derivado de la unidad SI joule dividido por la unidad SI derivada Tesla,,01/01/2022,,J/T,,,,,
Q11,Erlang,Unidad del valor del mercado de acuerdo con la caracteristica de una sola característica como una medición estadística de la utilización existente ,,01/01/2022,,E,,,,,
Q12,Octeto,Sinónimo por byte: 1octet =8bit = 1byte,,01/01/2022,,o,,,,,
Q13,Octeto por segundo,Unidad octeto dividido por la unidad base SI segundo,,01/01/2022,,o/s,,,,,
Q14,Shannon,"Unidad logarítmica para la información igual al contenido de la decisión de una oración de dos sucesos mutuamente excluyentes, expresada como un logaritmo a la base 2.",,01/01/2022,,Sh,,,,,
Q15,Hartley,"Unidad logarítmica para la información igual al contenido de la decisión de una oración de diez sucesos mutuamente excluyentes, expresada como un logaritmo base 10.",,01/01/2022,,Hart,,,,,
Q16,Unidad natural de información ,"Unidad logarítmica para información igual al contenido de la decisión de una oración de 718 281 828 459 sucesos mutuamente excluyentes, expresada como un logaritmo para basar el valor de Euler e.",,01/01/2022,,nat,,,,,
Q17,Shannon por segundo,"Unidad logarítmica relacionada con el tiempo para información igual al contenido de la decisión de una oración de dos sucesos mutuamente excluyentes, expresada como logarítmo base 2.",,01/01/2022,,Sh/s,,,,,
Q18,Hartley por segundo ,"Unidad logaritmica relacionada con el tiempo para información igual al contenido de la decisión de una oración de diez sucesos mutuamente excluyentes, expresada como un logartimo a la base 10. ",,01/01/2022,,Hart/s,,,,,
Q19,Unidad natural de información por segundo ,"Unidad logarítmica relacionada con el tiempo para información igual al contenido de la decisión de una oración 2.718281828459 mutuamente excluyentes, expresado como un logarítmo a la base del valor de Euler",,01/01/2022,,nat/s,,,,,
Q20,Segundo por kilogramo,"Unidad de la probabilidad de transición de Einsten para emisiones espontáneas o inductoras y absorción según ISO 80000-7, expresada como unidad base SI segundo dividida por la unidad base kilogramo.",,01/01/2022,,s/kg,,,,,
Q21,Watt metro cuadrado,"Unidad de las primeras constantes de radiación c1=2.p.c0, cuyo valor es 3.74177118.10 6 veces la del valor comparativo del producto de la unidad SI deriva watts multiplicada con la potencia de la SI medidor de la unidad base con el exponente 2.",,01/01/2022,,W·m²,,,,,
Q22,Segundo por metro cúbicos de radianes ,Unidad de la densidad de estados como una expresión de la frecuencia angular como complemento del producto de hertzio y radiante y la potencia del medidor de la unidad base SI por exponente 3.,,01/01/2022,,1/(Hz·rad·m³),,,,,
Q23,Weber a la potencia menos uno,"Complemento de la unidad SI deriva weber como unidad de la constante de Joshepson, cuyo valor es igual al 384,597,891 veces del valor de referencia gigahertz dividido  por volt. 4",,01/01/2022,,1/Wb,,,,,
Q24,Reciprocidad de Pulgada,Complemento de la unidad pulgada según el sistema de unidades Anglo-Americanas e Imperial,,01/01/2022,,1/in,,,,,
Q25,Dioptría,Unidad utilizada en la declaración de índices de refracción relativos de sistemas ópticos como complemento de la longitud focal con correspondencia con: 1dpt=1/m.,,01/01/2022,,dpt,,,,,
Q26,Uno por uno,Valor del cociente de dos unidades físicas del mismo tipo que un numerador y denominador mientras que las unidades se acortan mutuamente,,01/01/2022,,01-ene,,,,,
Q27,Newtons metros por metro,Unidad para el momento de rotación relacionado con la longitud como producto de la unidad SI derivada por el medidor de la unidad SI,,01/01/2022,,N·m/m²,,,,,
Q28,Kilogramo por metro cuadrado pascal segundo,Unidad para la capacidad de un material para permitir la transición del vapor,,01/01/2022,,kg/(m²·Pa·s),,,,,
Q29,Microgramo por hectogramo,Microgramo por hectogramo,,01/01/2022,,µg/hg,,,,,
Q3,Comida,Unidad de conteo que define el número de comida,,01/01/2022,,,,,,,
Q30,Ph (potencial de hidrogeno),Es una escala numérica utilizada para especificar la acidez o basicidad de una solución acuosa . ,,01/01/2022,,pH,,,,,
Q31,Kilojoule por gramo,,,01/01/2022,,kJ/g,,,,,
Q32,Femtolitro,,,01/01/2022,,fl,,,,,
Q33,Picolitro,,,01/01/2022,,pl,,,,,
Q34,Nanolitro,,,01/01/2022,,nl,,,,,
Q35,Megawatts por minuto,Unidad de potencia que define la cantidad total de energía mayor transferida o consumida en un minuto.,,01/01/2022,,MW/min,,,,,
Q36,Metro cuadrado por metro cúbico,Unidad de la cantidad de superficie por unidad de volumen de un objeto o colección de objetos,,01/01/2022,,m2/m3,,,,,
Q37,Metro cúbico estándar por día,Metro cúbico estándar (temperatura 15 ° C y presión 101325 milibares) por día,,01/01/2022,,,,,,,
Q38,Metro cúbico estándar por hora,Metro cúbico estándar (temperatura 15 ° C y presión 101325 milibares) por día,,01/01/2022,,,,,,,
Q39,Metro cúbico normalizado por día,Metro cúbico estándar (temperatura 0° C y presión 101325 milibares) por día,,01/01/2022,,,,,,,
Q40,Metro cúbico normalizado por hora,Metro cúbico estándar (temperatura 0° C y presión 101325 milibares) por día,,01/01/2022,,,,,,,
Q41,Joule por metro cúbico normalizado,Joule por metro cúbico normalizado (temperatura 0 ° C y presión 101325 milibares).,Añadido. Nueva unidad añadida en esta versión de la lista de códigos,01/01/2022,,,,,,,
Q42,Joule por metro cúbico estándar,Joule por metro cúbico normalizado (temperatura 15 ° C y presión 101325 milibares).,Añadido. Nueva unidad añadida en esta versión de la lista de códigos,01/01/2022,,,,,,,
QA,Página-fascimil,Unidad de conteo que define el número de páginas fascimil,,01/01/2022,,,,,,,
QAN,Cuarto (de un año),Unidad de tiempo que define el número de años (3 meses),,01/01/2022,,,,,,,
QB,"Página, copia impresa",Unidad de conteo que define el número de copias impresas,,01/01/2022,,,,,,,
QD,Cuarta docena,,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",01/01/2022,,,,,,,
QH,Un cuarto de hora,,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",01/01/2022,,,,,,,
QK,Cuarto de kilogramo,,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",01/01/2022,,,,,,,
QR,Mano de papel,"Unidad de conteo para papel, expresada como el número de manos de papel (mano de papel: numero de papel en hojas, típicamente 25)",,01/01/2022,,qr,,,,,
QT,Cuarto (EUA),Utilice cuarto de galón líquido (código común QTL),Unidades no recomendadas para su uso por la Oficina Internacional de Pesos y Medidas (BIPM) con sede en Francia.,01/01/2022,,Qt (US),,,,,
QTD,Cuarto seco (estados unidos),,,01/01/2022,,dry qt (US),,,,,
QTI,Cuarto (UK),Es una unidad de medida de volumen equivalente a media fanega. En Castilla equivalía a aproximadamente a 6 celemines. La medida real cambia según regiones o incluso localidades.,,01/01/2022,,qt (UK),,,,,
QTL,Cuarto de líquido (estados unidos),,,01/01/2022,,liq qt (US),,,,,
QTR,Cuarto,Unidad tradicional de peso igual a 1/4 de peso. En el Reino Unido 1/4 equivale a 28 libras.,,01/01/2022,,Qr (UK),,,,,
R1,Pica,"Unidad de conteo que define el número de picas (pica: longitud tipografia igual a 12 puntos o 4,22 mm aprox)",,01/01/2022,,,,,,,
R9,Mil metros cúbicos ,Unidad de volumen que equivale a mil metro cúbicos,,01/01/2022,,,,,,,
RH,Hora de funcionamiento,Unidad de tiempo que define el número de horas de operación,,01/01/2022,,,,,,,
RK,Medida métrica de rollo,,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",01/01/2022,,,,,,,
RM,Resma,"Unidad de conteo para papel, espresada como el número de resmas (resma: una gran cantidad de hojas de papel, tipicamente 500)",,01/01/2022,,,,,,,
RN,Medida métrica de Hojas (resma),,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",01/01/2022,,,,,,,
ROM,Habitación,Unidad de conteo que define el número de habitaciones,,01/01/2022,,,,,,,
RP,Libra por resma,"Unidad de masa para papel, expresada en libras por resma. (Resma: una gran cantidad de papel, tipicamente 500 hojas)",,01/01/2022,,,,,,,
RPM,Revoluciones por minuto,Consulte la Guía ISO / TC12 SI,,01/01/2022,,r/min,,,,,
RPS,Revoluciones por segundo,Consulte la Guía ISO / TC12 SI,,01/01/2022,,r/s,,,,,
RS,Reiniciar,,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",01/01/2022,,,,,,,
RT,Milla de toneladas de ingresos,"Unidad de información tipicamente utilizada para propósitos de facturación, expresada como el número de toneladas en ingresos: una tonelada métrica o un metro cúbico, la que sea mayor) se movio  a una distancia de una milla",,01/01/2022,,,,,,,
RU,correr,,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",01/01/2022,,,,,,,
S3,Pie cuadrado por segundo,Sinónimo: pie cuadrado por segundo,,01/01/2022,,ft²/s,,,,,
S4,Metro cuadrado por segundo,Sinónimo: metro cuadrado por segundo,,01/01/2022,,m²/s,,,,,
