t_state,state_name,country_id,country_code,country_name,region_name,state_code,type,latitude,longitude,entry_status,create_date,create_by,update_date,update_by
3709,Saint George Parish,10,AG,Antigua And Barbuda,Americas,3,,,,0,2023-01-01 00:00:00,2309150001,2023-01-01 00:00:00,2309150001
3706,Saint John Parish,10,AG,Antigua And Barbuda,Americas,4,,,,0,2023-01-01 00:00:00,2309150001,2023-01-01 00:00:00,2309150001
3707,Saint Mary Parish,10,AG,Antigua And Barbuda,Americas,5,,,,0,2023-01-01 00:00:00,2309150001,2023-01-01 00:00:00,2309150001
3705,Saint Paul Parish,10,AG,Antigua And Barbuda,Americas,6,,,,0,2023-01-01 00:00:00,2309150001,2023-01-01 00:00:00,2309150001
3704,Saint Peter Parish,10,AG,Antigua And Barbuda,Americas,7,,,,0,2023-01-01 00:00:00,2309150001,2023-01-01 00:00:00,2309150001
3710,Saint Philip Parish,10,AG,Antigua And Barbuda,Americas,8,,40.4368258,-80.0685532,0,2023-01-01 00:00:00,2309150001,2023-01-01 00:00:00,2309150001
3656,Buenos Aires,11,AR,Argentina,Americas,B,province,-37.2017285,-59.8410697,0,2023-01-01 00:00:00,2309150001,2023-01-01 00:00:00,2309150001
3647,Catamarca,11,AR,Argentina,Americas,K,province,-28.4715877,-65.7877209,0,2023-01-01 00:00:00,2309150001,2023-01-01 00:00:00,2309150001
3640,Chaco,11,AR,Argentina,Americas,H,province,-27.4257175,-59.0243784,0,2023-01-01 00:00:00,2309150001,2023-01-01 00:00:00,2309150001
3651,Chubut,11,AR,Argentina,Americas,U,province,-43.2934246,-65.1114818,0,2023-01-01 00:00:00,2309150001,2023-01-01 00:00:00,2309150001
